root_slp1	source	registers
vAray	dcs:778	mahabharata-dronaparva:234,mahabharata-bhishmaparva:92,mahabharata-aranyakaparva:59
vAs	dcs:16	ramayana-ayodhyakanda:4,raghuvamsha:2,ramayana-aranyakanda:2
vAsay	dcs:78	rigveda:17,ramayana-ayodhyakanda:13,manavadharmashastra:7
vAsi	vidyut:7,dcs:2	ramayana-ayodhyakanda:2,isha-up:2,rigveda:1
vAtay	dcs:5	rigveda:5
vAvAS	dcs:1	mahabharata-bhishmaparva:1
vAvac	dcs:2	rigveda:2
vAvad	dcs:6	rigveda:3,atharvaveda:2,ait-up:1
vF	vidyut:1	rigveda:1
vI	dcs:163,vidyut:3,marker:1	rigveda:121,atharvaveda:12,mahabharata-adiparva:8
vIj	dcs:5	mahabharata-striparva:3,mahabharata-ashramavasikaparva:1,mahabharata-dronaparva:1
vIjay	dcs:9	ramayana-ayodhyakanda:2,ramayana-sundarakanda:1,mahabharata-aranyakaparva:1
vIqay	dcs:2	atharvaveda:2
vIray	dcs:5	rigveda:3,atharvaveda:2
vaD	dcs:348	mahabharata-dronaparva:88,mahabharata-karnaparva:33,mahabharata-aranyakaparva:31
vaS	dcs:164,vidyut:3	rigveda:143,atharvaveda:17,kat-up:2
vaYc	dcs:12,vidyut:6	rigveda:12,atharvaveda:3,mai-up:1
vaYcay	dcs:45	mahabharata-udyogaparva:6,mahabharata-shalyaparva:5,mahabharata-dronaparva:4
vaYci	vidyut:5	mahabharata-adiparva:2,raghuvamsha:1,gitagovinda:1
vac	dcs:5253,vidyut:57,marker:5	mahabharata-adiparva:525,mahabharata-aranyakaparva:499,ramayana-ayodhyakanda:307
vacasy	dcs:2	rigveda:2
vad	dcs:795,vidyut:54,marker:2	rigveda:116,atharvaveda:69,mahabharata-aranyakaparva:57
vah	dcs:846,vidyut:23,marker:8	rigveda:375,atharvaveda:122,mahabharata-dronaparva:62
vaj	dcs:136,vidyut:3	ramayana-ayodhyakanda:22,mahabharata-aranyakaparva:17,mahabharata-adiparva:11
vakz	dcs:30,vidyut:1	rigveda:31
vakzi	vidyut:1	rigveda:1
val	dcs:15,vidyut:15	gitagovinda:7,amaru-shataka:5,ramayana-sundarakanda:5
valg	dcs:10,vidyut:1	atharvaveda:2,mahabharata-dronaparva:2,mahabharata-karnaparva:2
valgUy	dcs:1	rigveda:1
vam	dcs:33,vidyut:2	mahabharata-aranyakaparva:4,mahabharata-shalyaparva:4,mahabharata-karnaparva:3
van	dcs:118,vidyut:6	rigveda:114,atharvaveda:9,mahabharata-svargarohanikaparva:1
vand	dcs:109,vidyut:6	rigveda:38,ramayana-ayodhyakanda:18,atharvaveda:9
vanuzy	dcs:17	rigveda:17
vap	dcs:85,vidyut:13	rigveda:25,atharvaveda:24,manavadharmashastra:21
vapuzy	dcs:2	rigveda:2
varDay	dcs:178	rigveda:62,atharvaveda:25,mahabharata-adiparva:13
varDi	vidyut:52	rigveda:7,manavadharmashastra:6,gitarthasamgraha-abhinavagupta:4
varIvarjay	dcs:1	atharvaveda:1
varIvfj	dcs:2	rigveda:2
varRay	dcs:42	kama-sutra:15,mahabharata-adiparva:7,mahabharata-aranyakaparva:3
varRi	vidyut:4	vedartha-samgraha_ramanuja:2,mahabharata-aranyakaparva:1,raghuvamsha:1
varay	dcs:55	mahabharata-aranyakaparva:20,mahabharata-adiparva:11,ramayana-balakanda:8
varey	dcs:3	rigveda:2,atharvaveda:1
vari	vidyut:4	mahabharata-udyogaparva:1,mahabharata-virataparva:1,mahabharata-adiparva:1
varivasy	dcs:6	rigveda:6
varjay	dcs:198	manavadharmashastra:36,ramayana-ayodhyakanda:16,mahabharata-aranyakaparva:12
vartay	dcs:332	rigveda:35,ramayana-ayodhyakanda:32,mahabharata-adiparva:23
varti	vidyut:6	rigveda:2,atharvaveda:1,mahabharata-ashramavasikaparva:1
varvft	dcs:7,vidyut:1	atharvaveda:5,rigveda:3
varzay	dcs:7	rigveda:3,ch-up:2,mahabharata-aranyakaparva:1
varzi	vidyut:5	ramayana-balakanda:2,rigveda:2,mahabharata-karnaparva:1
vas	dcs:1075,vidyut:49,marker:2	mahabharata-aranyakaparva:209,rigveda:163,ramayana-ayodhyakanda:120
vasAy	dcs:1	rigveda:1
vasUy	dcs:1	rigveda:1
vat	dcs:184,marker:10	br-up:22,atharvaveda:20,mahabharata-adiparva:18
ve	dcs:149,vidyut:10	rigveda:39,atharvaveda:23,br-up:17
veSay	dcs:236	mahabharata-aranyakaparva:17,ramayana-ayodhyakanda:15,atharvaveda:12
vecay	dcs:2	buddhacharita:1,manavadharmashastra:1
veday	dcs:294	mahabharata-aranyakaparva:54,mahabharata-adiparva:28,mahabharata-udyogaparva:22
vejay	dcs:7	kumarasambhava:2,ramayana-balakanda:1,ramayana-sundarakanda:1
vel	vidyut:4	mahabharata-dronaparva:2,mahabharata-karnaparva:1,mahabharata-virataparva:1
ven	dcs:9,vidyut:6	rigveda:15
veni	vidyut:1	rigveda:1
vepay	dcs:11	atharvaveda:7,rigveda:3,mahabharata-udyogaparva:1
vepi	vidyut:4	atharvaveda:4
vevIy	dcs:1	rigveda:1
vevid	dcs:6,vidyut:1	rigveda:7
vevij	dcs:4	rigveda:4
veviz	dcs:8,vidyut:2	rigveda:7,atharvaveda:3
vezay	dcs:2	manavadharmashastra:1,ramayana-balakanda:1
vezw	dcs:21,vidyut:6	ramayana-ayodhyakanda:4,mahabharata-udyogaparva:3,ramayana-sundarakanda:3
vezway	dcs:31,marker:1	mahabharata-adiparva:4,ramayana-aranyakanda:4,kama-sutra:3
vezwi	vidyut:1	atharvaveda:1
vf	dcs:1633,vidyut:29,marker:7	rigveda:341,mahabharata-aranyakaparva:143,mahabharata-dronaparva:140
vfD	dcs:747,vidyut:8	rigveda:330,mahabharata-aranyakaparva:71,mahabharata-adiparva:46
vfh	dcs:32,vidyut:4	rigveda:17,atharvaveda:10,ch-up:3
vfj	dcs:96,vidyut:11,marker:2	rigveda:67,atharvaveda:26,br-up:3
vfjinAy	dcs:1	rigveda:1
vft	dcs:2465,vidyut:83,marker:1	mahabharata-dronaparva:237,mahabharata-aranyakaparva:194,mahabharata-bhishmaparva:149
vfz	dcs:249,vidyut:19	mahabharata-dronaparva:51,mahabharata-adiparva:25,mahabharata-aranyakaparva:21
vfzAy	dcs:16	rigveda:14,atharvaveda:2
vfzaRy	dcs:9	atharvaveda:6,rigveda:3
viBAvi	vidyut:2	kama-sutra:1,raghuvamsha:1
viD	dcs:83,vidyut:6	rigveda:64,atharvaveda:16,mahabharata-dronaparva:4
viDAri	vidyut:6	pr-up:4,atharvaveda:1,rigveda:1
viDe	vidyut:5	raghuvamsha:1,ramayana-sundarakanda:1,mahabharata-adiparva:1
viDmA	vidyut:2	mahabharata-udyogaparva:2
viDuray	dcs:1	gitagovinda:1
viDvaMsi	vidyut:2	mahabharata-udyogaparva:1,mahabharata-karnaparva:1
viGnay	dcs:1	mahabharata-sabhaparva:1
viIkz	vidyut:25	ramayana-sundarakanda:8,mahabharata-dronaparva:5,buddhacharita:2
viS	dcs:2145,vidyut:37,marker:15	rigveda:300,mahabharata-aranyakaparva:203,atharvaveda:147
viSezi	vidyut:4	mahabharata-dronaparva:3,shatakatrayam-serebryakov:1
viSrAmi	vidyut:1	raghuvamsha:1
viTury	dcs:1	rigveda:1
vic	dcs:60,vidyut:8,marker:1	mahabharata-adiparva:7,atharvaveda:6,rigveda:6
vicAri	vidyut:2	mahabharata-udyogaparva:1,gitarthasamgraha-abhinavagupta:1
vicakzi	vidyut:1	rigveda:1
vid	dcs:4296,vidyut:32,marker:9	rigveda:623,atharvaveda:428,mahabharata-aranyakaparva:279
vidF	vidyut:1	raghuvamsha:1
vidarSi	vidyut:3	ramayana-ayodhyakanda:2,ramayana-aranyakanda:1
viday	vidyut:1,dcs:1	rigveda:2
vidozi	vidyut:2	rigveda:2
vij	dcs:127,vidyut:9	mahabharata-aranyakaparva:12,ramayana-aranyakanda:11,mahabharata-dronaparva:10
vijYApi	vidyut:2	raghuvamsha:1,ramayana-sundarakanda:1
vikalpi	vidyut:2	nyaya-bhashya:1,atharvaveda:1
vikzoBi	vidyut:7	mahabharata-aranyakaparva:2,mahabharata-dronaparva:2,mahabharata-adiparva:1
vilAli	vidyut:2	atharvaveda:2
vilaNGi	vidyut:1	raghuvamsha:1
viloBi	vidyut:3	raghuvamsha:2,buddhacharita:1
vilok	vidyut:2	amaru-shataka:2
vip	dcs:118,vidyut:11	rigveda:36,ramayana-sundarakanda:11,mahabharata-udyogaparva:9
vipAti	vidyut:1	atharvaveda:1
vipay	dcs:1	rigveda:1
vipinAy	dcs:1	gitagovinda:1
vipratiziD	dcs:3	mahabharata-udyogaparva:1,nyaya-bhashya:1,mahabharata-virataparva:1
viprekz	dcs:5	ramayana-sundarakanda:1,mahabharata-karnaparva:1,mahabharata-aranyakaparva:1
viroci	vidyut:4	rigveda:3,mahabharata-shalyaparva:1
viropi	vidyut:1	rigveda:1
visramBi	vidyut:2	kama-sutra:2
vistAri	vidyut:4	manavadharmashastra:2,mahabharata-bhishmaparva:1,shatakatrayam-serebryakov:1
vivAs	dcs:59	rigveda:51,ramayana-ayodhyakanda:2,atharvaveda:1
vivAsa	dcs:5,vidyut:1	mahabharata-adiparva:2,ramayana-ayodhyakanda:1,mahabharata-ashvamedhikaparva:1
vivAsi	vidyut:14	ramayana-ayodhyakanda:9,mahabharata-aranyakaparva:2,ramayana-aranyakanda:1
vivakz	dcs:36	rigveda:16,mahabharata-bhishmaparva:4,mahabharata-udyogaparva:3
vivfts	dcs:1	rigveda:1
vividiz	dcs:1	br-up:1
vivikz	dcs:1	mahabharata-aranyakaparva:1
vivits	dcs:2	mahabharata-adiparva:2
vivraj	dcs:1	buddhacharita:1
viyAti	vidyut:2	atharvaveda:2
viz	dcs:118,vidyut:7	rigveda:36,manavadharmashastra:15,mahabharata-aranyakaparva:10
vizA	dcs:17,marker:1	rigveda:10,atharvaveda:8
vizAy	dcs:3	shatakatrayam:2,shatakatrayam-serebryakov:1
vizU	vidyut:1	gitarthasamgraha-abhinavagupta:1
vizWA	dcs:99,vidyut:3	rigveda:25,atharvaveda:14,mahabharata-adiparva:10
vizkamB	dcs:3	rigveda:3
vizo	vidyut:1	rigveda:1
vizwamB	dcs:34	mahabharata-bhishmaparva:4,mahabharata-dronaparva:4,bhagavadgita-radha:3
vizwamBay	dcs:4	mahabharata-dronaparva:3,ramayana-sundarakanda:1
vlag	dcs:2	rigveda:2
vrAD	dcs:8	rigveda:8
vrAjay	dcs:38	ramayana-ayodhyakanda:21,mahabharata-udyogaparva:4,mahabharata-dronaparva:3
vrIq	dcs:30	mahabharata-aranyakaparva:9,mahabharata-adiparva:5,ramayana-ayodhyakanda:4
vraSc	dcs:59,vidyut:4	atharvaveda:33,rigveda:25,mahabharata-aranyakaparva:2
vraj	dcs:349,vidyut:8,marker:1	mahabharata-aranyakaparva:33,manavadharmashastra:33,rigveda:31
vyADAy	dcs:1	hatha-yoga-pradipika:1
vyATi	vidyut:5	rigveda:3,atharvaveda:1,ramayana-sundarakanda:1
vyUrRu	vidyut:7	atharvaveda:6,rigveda:1
vyaD	dcs:887,vidyut:18	mahabharata-dronaparva:342,mahabharata-karnaparva:131,mahabharata-bhishmaparva:119
vyaMsay	dcs:10	mahabharata-dronaparva:5,mahabharata-bhishmaparva:2,mahabharata-shalyaparva:1
vyaT	dcs:158,vidyut:9	mahabharata-dronaparva:32,mahabharata-aranyakaparva:15,mahabharata-karnaparva:12
vyaTay	dcs:64	bhagavadgita-prabhupada:5,bhagavadgity:4,gitarthasamgraha-abhinavagupta:4
vyac	dcs:11,vidyut:1	rigveda:11,mahabharata-udyogaparva:1
vyapaUhi	vidyut:1	gitagovinda:1
vyape	dcs:8	mahabharata-udyogaparva:4,mahabharata-shantiparva:2,ramayana-ayodhyakanda:1
vyapoh	dcs:23	manavadharmashastra:6,mahabharata-dronaparva:3,ramayana-ayodhyakanda:3
vyatI	dcs:66	mahabharata-aranyakaparva:11,ramayana-ayodhyakanda:6,mahabharata-udyogaparva:6
vyatii	vidyut:1	raghuvamsha:1
vyatizaYji	vidyut:1	kama-sutra:1
vye	dcs:64,vidyut:6	rigveda:40,atharvaveda:7,mahabharata-aranyakaparva:6
vyucC	vidyut:8	rigveda:7,atharvaveda:1
vyutTA	dcs:6	nyaya-bhashya:3,br-up:1,buddhacharita:1
yA	dcs:2580,vidyut:176,marker:7	rigveda:501,mahabharata-dronaparva:317,mahabharata-aranyakaparva:206
yAc	dcs:217,vidyut:21,marker:1	mahabharata-aranyakaparva:31,ramayana-ayodhyakanda:27,atharvaveda:23
yAcay	dcs:3	atharvaveda:2,shukasaptati:1
yAd	dcs:4	rigveda:4
yAjay	dcs:33	mahabharata-ashvamedhikaparva:19,mahabharata-adiparva:5,mahabharata-virataparva:2
yAmay	dcs:3	rigveda:3
yApay	dcs:4	mahabharata-udyogaparva:1,mahabharata-adiparva:1,megha-duta:1
yAsay	dcs:4	mahabharata-bhishmaparva:2,buddhacharita:1,mahabharata-dronaparva:1
yAtay	dcs:22	rigveda:8,mahabharata-aranyakaparva:6,mahabharata-udyogaparva:2
yAvay	dcs:17	atharvaveda:10,rigveda:7
yUh	dcs:119,vidyut:2	mahabharata-bhishmaparva:32,mahabharata-dronaparva:13,ch-up:12
yaMyam	dcs:1	rigveda:1
yaj	dcs:775,vidyut:42,marker:5	rigveda:294,atharvaveda:94,mahabharata-aranyakaparva:40
yajYAy	dcs:1	rigveda:1
yakz	dcs:3	rigveda:3
yam	dcs:1397,vidyut:40,marker:3	rigveda:274,mahabharata-aranyakaparva:122,mahabharata-adiparva:85
yamAy	dcs:1	gitagovinda:1
yamay	dcs:34	br-up:17,shatakatrayam:3,gitarthasamgraha-abhinavagupta:2
yantray	dcs:8	shukasaptati:2,ramayana-aranyakanda:2,mahabharata-aranyakaparva:1
yas	dcs:233,vidyut:106	rigveda:51,mahabharata-dronaparva:23,devi-gita:14
yat	dcs:412,vidyut:88	mahabharata-dronaparva:79,rigveda:49,mahabharata-bhishmaparva:44
yavay	dcs:4	rigveda:3,atharvaveda:1
yez	dcs:1	rigveda:1
yiyAs	dcs:6	br-up:2,amaru-shataka:2,mahabharata-aranyakaparva:1
yoDay	dcs:135	mahabharata-dronaparva:44,mahabharata-bhishmaparva:24,mahabharata-shalyaparva:24
yoDi	vidyut:3	mahabharata-aranyakaparva:2,mahabharata-adiparva:1
yojay	dcs:234	kama-sutra:50,mahabharata-udyogaparva:17,mahabharata-aranyakaparva:15
yoji	vidyut:1	raghuvamsha:1
yoktray	dcs:1	mahabharata-adiparva:1
yopay	dcs:3	atharvaveda:2,rigveda:1
yoyu	vidyut:3,dcs:2	rigveda:5
yu	dcs:219,vidyut:24,marker:2	rigveda:195,atharvaveda:24,ramayana-ayodhyakanda:6
yuD	dcs:1208,vidyut:121	mahabharata-dronaparva:306,mahabharata-bhishmaparva:171,mahabharata-udyogaparva:138
yucC	vidyut:1	rigveda:1
yuj	dcs:2119,vidyut:67,marker:1	rigveda:317,mahabharata-aranyakaparva:125,mahabharata-udyogaparva:117
yup	vidyut:4,dcs:1	atharvaveda:3,rigveda:2
yuyUz	dcs:3	rigveda:3
yuyuts	dcs:13	mahabharata-udyogaparva:4,mahabharata-dronaparva:4,mahabharata-karnaparva:2
zWIv	dcs:3	kama-sutra:1,manavadharmashastra:1,atharvaveda:1
